Today's date:,2/11/19,Release 48,,,,,,,,,,,,,
Endowment:,14032119.12,,,,,,,,,,,,,,
Target Price:,16.93,,,,,,,,,,,,,,
ndau outstanding:,2915019.23,,,,,,,,,,,,,,
chain date,ndau amount in,address ID,Locked until,EAI address,Delegated To,,,,,days,years,base rate, compound rate ,actual EAI earned,Simple EAI
,,,,,,,,,,,,,,,
4/9/18,2200.16726,ndai9kea49dvdivhbrseeushxbfww8yuvx8789ft662v6mqp,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,443,1,13%, 0.12 ,255.09115128,241.3553344
4/2/18,12197.62194,ndai9aw3gyydgsz8k7fa5dvpqprnw24scdrpnwkc2gcsw3qx,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,450,1,13%, 0.12 ,1448.19182363,1368.472927
4/9/18,21605.63874,ndanv6893ijacw28uw7dimzpk4e7ag6fyxppb79j3es2zk8b,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,443,1,13%, 0.12 ,2504.99467041,2370.108973
4/1/18,2521.857422,ndadggcy4bdwbiqn6g75gx6gyikbqvr6dtiz2vwrnyhpubdr,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,451,1,13%, 0.12 ,300.41856621,283.829871
5/7/18,6702.199799,ndaf3r9e84n9tug7amigywmtv94pvcubtpphiggrf3e4k9qm,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,702.84744798,668.3837608
5/7/18,1000,ndapxrzu5hkp5u5xs8av8t7gjhvhsjxixczpr9eknpnhfiqk,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndakyc6vavxhg33gwecjp6r98em2nzz73fc2n9emh9vqjc36,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndarrvqcbjm2yay68svnj9ua6t3cbhm799sebau9hbdkegpb,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndajw9sbqjy7bxijwtg7b64qddxriy6pnffej72vbfyk48nd,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndar7ie6pn49wq7jxhvrqib55ta6cmvpyyj4hwsv5tbps64v,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndapvpy2mzxwqm5xute4577vsk2j7gdrhk9jfekfn5rfb3xe,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndadacy4pdr6zdb2bee3xyx44tfpfa2wdqmkeyj7xstxe4ez,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndai4rhkdkdigyrjkqfe97duy4ksvwh65hi43ux4uikmd6pk,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndafmwtyixg52xn6iaeg7yxqtvm4a6mqj3yznhmii5cvv9ks,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndak3fba27mmytgf2icyrvpdcs6nwbcmf4n3qx6fzwqkmi4p,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndankj2p8b2r33jufa466j26cjyp4kmt7672vm9zwxq9s5as,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndajinjcjgj2ukux39gi54mwpa9t83x9kwdcddngewx2a25k,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndabihsevkqfkha75dzqytaiy2tbbp4t98hyhti2biqeruwy,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndae3aa43gtvaqq3ey7wuj76qrs9psz4h87fwty5iphiubjg,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndaf3ebhwaxrf3awwqpfp69u5szkvxpnmekgx4ydhzzwz8cg,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndajfnfbr4jb7hh6wkewvmcti7sa7g4wkc6trtvwduv544gp,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndaiqnnh2zjzd3ddkfcx2mmp48t4hhfkwd2hft5j8a72eg84,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndankn6irac4ktq78xu6bip9582jv2s6zb28e3m8ju33epjr,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndarcmrwtpxp3kuf7emx79r32pbnd7j3vca5e67uw5c4xyh4,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndah44xmc44ef6irqbbmiafa6svw8mvvhymffpwekaspw49m,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndaece5fxvmg7w6wacqieswjrbyi88ytpcmidyhnq98eyqyz,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndae4bw6jht3f3t7hnvkzbxw4snacxbn5kvkzsiwnxiyzmp5,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndaey3e8gwysbjj9zc9kzn5mfgf8qyxhdeng5x45x3zajatr,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndaf4f8uwusrhv7qqrsr38xq923z7j8vjctaecxguzfjpxca,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndadpbqwri5w758u85mic3scb8gatzk7k64gjrgtigi2fqtg,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,1000,ndanxkgbmprjwzc8urmvp7bsqkqarxhkm59t7q4rq4jy69cg,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,415,1,13%, 0.10 ,104.86817300,99.7260274
5/7/18,578.1734149,ndae9236y2872ipektu2sjiqmg6ku729jdhupnyp2c2d8u6n,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,415,1,13%, 0.10 ,60.63198970,57.65893781
4/3/18,1000,ndaipphfuv5irw6nrecke57maxw7rv2fynrcwgmqw57xqrk9,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndah8xpy678qhmr8cyyajingg2pdsv5a5mnqyn7x5cm8tfyt,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaib8mbzcftu5cmne6t8cxkixkffyy2zdfjfsqmrf985z2s,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaqp3vawq4mymy2aqgtqsxmya8t7vsaf424j4hdrrb92hy8,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndac6g6r9y5xrcbep9maq8mig7zq43xhccfd23a2yurpjmgf,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndamnh2725ag3rbfmggaq7jkxf72thndnvcwt5niunw3utqb,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaanbd2x6wrbswigy49extxuvvd86emnxsg27medtixtjvu,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndanwtxws8yhi8k4rrtg9qnngr5sxguschw2w4z85szmpc96,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaj74tdi2j67sagbseurc6t9nga2adn2u7ugumzrf3t79ub,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndacaki9j6maze8ugv7ux53bgbnn62rzvhn8amm3uc5cu29u,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndamvqcx9a22m9u4yeh4qe6rawmsf5m628hntfikf3jmanex,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaiiruqcj279tzrbhsnbgx8w39z7rgskxxu3dx567whi5tt,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaijbmevq75jtx45pvqrnj278xkkr2trgqj6xgxx9rnqhr2,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndargxfxdq6j2tat6etwug9jyekkt7c3dagyst29e62dtjyy,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndakui7sfsp4huh32eruicrhtmzj492qguje72an5f96xfjd,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndahnajmu8ubem8w2vv4gwqrejujfscgwaygnp5retfqcehe,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaef3ejdck55umu9zzacdpdx2zdthwgyxipt8zebw7prii4,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndapv54968nnfjc9tk6c3s3h3k7xt273yg3wzbmpacnts5f4,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndamm3jffm7384bdv93w5h2quwg2u9gg4u8wcq2s42asvj6i,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndar82dizjsw2yuw2df8zx7z5ghdnqnig2wwthemc858fnqt,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndakk4netescj98vycia6qcjnsnkjitdhr3t5pc3z3q782gu,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaafgtusitz3ie7s5ucj75mq8zmxc6e75adwwzzt4d7kmcs,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndapngay3iqkrywtn37947myeewxjqxqhyaqzcf5tt5zhiwe,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndait7m4fkiihnuc2hvgmkfrr3uingqx3ecpvq345rf3p56q,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndanzikpkdceewb3qxt4kc2ew98zzf6xccii94zbaangnqa6,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,909.8484215,ndajx4ftc2pyuafemagrqp4avqjhmx6znj4ynn2z5ec4chwm,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,107.66146354,101.7534591
5/31/18,1000,ndaevhyr2h794eugz7ur7agjxqvb6e9x43682cu8uttupbak,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,1000,ndahxx4r3z6arjtvzjmirv646psdm29gz98a26xnq2nzsfxb,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,1000,ndamqb5xxwq9p7syut7qsqd757w8ayd9u8tyf7is6ie99ux2,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,1000,ndaphnf6aeaqief5caz5nh3jgxearzk2muuhcrdi78u3fj2x,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,1000,ndanip6kzs99pcwtqnegxvbcrvizzeuk7yq7w5k7itfhkjpk,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,1000,ndadpsukzbkurf9pj8jex77m59i9hk3k8zd92urh7kjgk9c4,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,391,1,13%, 0.10 ,95.46407053,91.17808219
5/31/18,833.2236027,ndaexe2b9rkc6mh6uryicsd99xpq2x9vwk74jzghnz7eds9v,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,391,1,13%, 0.10 ,79.54291678,75.97173013
4/3/18,1000,ndajq5m28r2wqpkwe88pzsd9ywer47tpjvhaf5thiu6gevf6,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndapfxucprdkx3g4azzdt3m39pnyf4caiz92783h424nihre,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndanrswpgqu2iw3gqm4eez4v5vbmduv6m2qqkbyarda29nyd,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaffzzids24su2gs2b7hageutj5wksr7jwzfnewejaguxju,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndahrdbi87p5zd6w4t8avfjumaw4rvcp36uk2bthpqackq4q,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndakr4tsedziqbe2uyfzr6kbtwhzqhyzdvc2vpz9nmhbtm7x,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaeexkxgx8nqji2pg2f69fb8ik84ahhuczymr8vga5y6wre,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndag62ivcrs3fmj6psczvdip73ga75z7i6epjs8hegesimxi,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndachnp2r4fxhk864jafxtn9hejmvsbz9f7byykfv8ffa37u,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndahuxbynby2g936i5tvydvyt9unz8n3ifx87jhgsn7zk86b,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndadxsm26zv8wrskx9zwe6mxw8r3y954zxfkj6e7jrsdthb8,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndabhfg22m7cvdhufyfc3emkndphrhuscxxp6g8ffzydyx9d,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaj8zfhavhx6dmms7jbsy35ni2xpfwea65chic45tfxb484,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndapnyaigtaxtye6j5phi8xnn4vtrxatck69t7hd6yx68vk6,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaknzqwqzm7izikxd72tp8979seiiyrdugv8da6q5arez2n,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndakrirawhcjt3vizey8kxvw8fhr75bvuhxrs3ekax4y88kp,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndahr2ey5tm7h6kb4vdp9w6zwxtc9e2w3hgxb5r3gyb9ib57,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaksx4fbjieqkq4hckerd7knbmmhq6g88av3yc667wgmuti,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndagxfn7ernmfayrv6t7q5knjcmwmjebwd2p9gwddzy6khxz,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndartftua9jee5wm7jesusw2cdzccyb9y8rhh8nvqcygnjd5,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndagfuydgmev29za9iieskee6jh7w5ra6aqzpqxdmjmwpfbh,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndaeb72kxsx2uaa6zks7e6ja8zuew4q25eatiad2s96jb4it,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndag4zbh2ukets8xg75ghaxwk8hqub7zrammbf5pxz3pw9sf,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndan7dea2b2kmu654yjbk7hwhg9yyc68evc5tf35p4tpu4dr,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,1000,ndahsyzjq7mmek8cbun5irm5pvgg2g3ak9mw5eyniut88ehp,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,118.32901063,111.8356164
4/3/18,274.2276958,ndana5hbizkwtzv4k489a7nw6qaxs76kknywu9ardft7dd46,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,449,1,13%, 0.12 ,32.44909193,30.66842341
5/29/18,1000,ndaenjfniwbxedvcqi6yznccwveyzkjn4v8v8pbuz7vpttyd,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,1000,ndak8ztyaa7tzarm98jyfpf2q9mvu4qvwkqa9mz697t8m3bk,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,1000,ndaetkurx5bqxukzdhmifcc6yfy8zfser4j779fvss2rgvy5,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,1000,ndarz8yq3gixu4mt9y6cuqgu3ve5rapk6weceawnmef48pex,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,1000,ndaftw566jr4269nunebe6izskvf5r5ixruae43jnyfecvmu,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,1000,ndafjdbvtptti226tijzzuzam23rqjrw4nme6i5hcdhj36wy,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,393,1,13%, 0.10 ,96.24467909,91.89041096
5/29/18,833.2236027,ndapfctthhgi79vsuiahp6ja6efkazji3va8xhr3kz79zkcg,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,393,1,13%, 0.10 ,80.19333826,76.56525927
4/5/18,4916.656923,ndafkktydfpdsirawaf3x5agauavvi93w5t9wyd3yk27et3p,6/26/19,FALSE,ndam75fnjn7cdues7ivi7ccfq8f534quieaccqibrvuzhqxa,,,,,447,1,13%, 0.12 ,577.86784692,546.3550817
4/3/18,14169.87568,ndaikyrykcfi2cyaejyb3eusq4zk39j6r2xsc6k4zpxkftzx,6/26/19,FALSE,ndaekyty73hd56gynsswuj5q9em68tp6ed5v7tpft872hvuc,,,,,449,1,13%, 0.12 ,1676.70736995,1584.696782
6/21/18,3786.377528,ndafd6nkscnpvjbc9qwvmwa5cvzywzh5e7n27ta8etqa3czd,6/26/19,FALSE,ndarw5i7rmqtqstw4mtnchmfvxnrq4k3e2ytsyvsc7nxt2y7,,,,,370,1,13%, 0.09 ,330.55516790,316.9146123
4/3/18,8140.74241,ndancnem7jw7axii4n9uf3u8cwcshw9jg33b7dwq9uiceyf4,6/26/19,FALSE,ndaq3nqhez3vvxn8rx4m6s6n3kv7k9js8i3xw8hqnwvi2ete,,,,,449,1,13%, 0.12 ,963.28599516,910.4249457
4/3/18,25000,ndad74a2frxrp99jwu3qryhss949zzu27htvxb397ew5883w,6/26/19,FALSE,ndahnsxr8zh7r6u685ka865wz77wb78xcn45rgskpeyiwuza,,,,,449,1,13%, 0.12 ,2958.22526572,2795.890411
